file,core,size,pipe,client1_iops,client2_iops,total_iops,average_iops
results/core_0-224_combined_56_distribute_37irw/Redis_ping_pipe-1_size-64_core-224_core_0-224_combined_56_distribute_37irw.txt,224,64,1,24678.8,29304.8,22614.2,26816.5,103414.3,25853.57
