file,core,size,pipe,client1_iops,client2_iops,total_iops,average_iops
results/redis_run0_cbb0_core0-56_client-4_oob/Redis_ping_pipe-1_size-64_core-4_redis_run0_cbb0_core0-56_client-4_oob.txt,4,64,1,0,0,0,0
results/redis_run0_cbb0_core0-56_client-4_oob/Redis_ping_pipe-1_size-64_core-56_redis_run0_cbb0_core0-56_client-4_oob.txt,56,64,1,18705.6,18567.5,18038.9,18583,73895.0,18473.75
