file,core,size,pipe,client1_iops,client2_iops,total_iops,average_iops
results/core_0-31_combined_16_distribute_16/Redis_ping_pipe-1_size-64_core-32_core_0-31_combined_16_distribute_16.txt,32,64,1,88272.2,99039.9,105400,89024.6,381736.7,95434.17
