file,core,size,pipe,client1_iops,client2_iops,total_iops,average_iops
results/Core_56-111_CCB1_irq_combined_28_local_pipe_1_size_64/Redis_ping_pipe-1_size-64_core-56_Core_56-111_CCB1_irq_combined_28_local_pipe_1_size_64.txt,56,64,1,86601.3,88442.5,89324.7,84728.1,349096.6,87274.15
