file,core,size,pipe,client1_iops,client2_iops,total_iops,average_iops
results/224/Redis_ping_pipe-1_size-64_core-16_224.txt,16,64,1,0,0,0,0
results/224/Redis_ping_pipe-1_size-64_core-56_224.txt,56,64,1,58001.3,37421.4,95422.7,47711.35
